type	latitude	longitude	color	width	opacity	name
T	47.654015	-122.281021
T	47.653805	-122.280907
T	47.653793	-122.280891
T	47.653519	-122.280563
T	47.653091	-122.280067
T	47.652699	-122.279846
T	47.652355	-122.279655
T	47.65234	-122.279648
T	47.652161	-122.279312
T	47.652153	-122.279297
T	47.652	-122.278313
T	47.651051	-122.278572
T	47.651035	-122.27858
T	47.650768	-122.278419
T	47.650753	-122.278412
T	47.650593	-122.278099
T	47.650589	-122.278084
T	47.650505	-122.277802
T	47.650211	-122.277824
T	47.6502	-122.277824
T	47.649624	-122.277443
T	47.649242	-122.277443
T	47.649223	-122.277443
T	47.648983	-122.277191
T	47.648972	-122.277176
T	47.648834	-122.276764
T	47.648827	-122.276741
T	47.648842	-122.276413
T	47.648846	-122.27639
T	47.648941	-122.276146
T	47.648949	-122.276123
T	47.649227	-122.275887
T	47.649239	-122.275871
T	47.649731	-122.27581
T	47.649742	-122.27581
T	47.650017	-122.275955
T	47.650028	-122.27597
T	47.650215	-122.276207
T	47.650616	-122.276634
T	47.651222	-122.276947
T	47.652054	-122.277313
T	47.652493	-122.277275
T	47.653126	-122.276871
T	47.653412	-122.276611
T	47.653549	-122.276337
T	47.653603	-122.27607
T	47.65361	-122.276047
T	47.653996	-122.275528
T	47.654007	-122.27552
T	47.654388	-122.275391
T	47.654476	-122.275253
T	47.654137	-122.274452
T	47.654106	-122.274376
T	47.656048	-122.272331
T	47.65704	-122.270279
T	47.657158	-122.270119
T	47.657173	-122.270096
T	47.657982	-122.270096
T	47.659264	-122.26899
T	47.659275	-122.268982
T	47.660011	-122.268837
T	47.661884	-122.268593
T	47.663086	-122.268608
T	47.663147	-122.268608
T	47.663219	-122.274506
T	47.664768	-122.274529
T	47.664787	-122.270836
T	47.664768	-122.269554
T	47.664768	-122.269531
T	47.665855	-122.266792
T	47.666973	-122.262444
T	47.667194	-122.261833
T	47.670074	-122.257599
T	47.670773	-122.256859
T	47.672977	-122.255035
T	47.673038	-122.254982
T	47.673176	-122.255478
T	47.67318	-122.255501
T	47.673195	-122.257141
T	47.673195	-122.257156
T	47.672955	-122.257935
T	47.675739	-122.258011
T	47.675861	-122.258026
T	47.675915	-122.258034
T	47.675926	-122.263298
T	47.677212	-122.263344
T	47.683567	-122.263512
